INSERT INTO VOTA_SPETTATORE (ANNATA_OE, COD_SPETTATORE, COD_OPERA) VALUES
(2024, 6082,  2320),
(2024, 6083,  5530),
(2024, 6084,  26999),
(2024, 6085,  20601),
(2024, 6086,  24050),
(2024, 6087,  2269),
(2024, 6088,  1633),
(2024, 6089,  2398),
(2024, 6090,  7472),
(2024, 6091,  2578),
(2024, 6092,  23432),
(2024, 6093,  20602),
(2024, 6094,  1633),
(2024, 6095,  25301),
(2024, 6096,  1583),
(2024, 6097,  833),
(2024, 6098,  1229),
(2024, 6099,  346),
(2024, 6100,  17529),
(2024, 6101,  13294),
(2024, 6102,  853),
(2024, 6103,  3986),
(2024, 6104,  1932),
(2024, 6105,  24774),
(2024, 6106,  15135),
(2024, 6107,  1141),
(2024, 6108,  1984),
(2024, 6109,  25132),
(2024, 6110,  14516),
(2024, 6111,  17517),
(2024, 6112,  2633),
(2024, 6113,  16867),
(2024, 6114,  2414),
(2024, 6115,  2523),
(2024, 6116,  27894),
(2024, 6117,  442),
(2024, 6118,  2285),
(2024, 6119,  2363),
(2024, 6120,  6937),
(2024, 6121,  13754),
(2024, 6122,  7197),
(2024, 6123,  17039),
(2024, 6124,  17039),
(2024, 6125,  1326),
(2024, 6126,  8144),
(2024, 6127,  25817),
(2024, 6128,  14090),
(2024, 6129,  20669),
(2024, 6130,  3389),
(2024, 6131,  16926),
(2024, 6132,  20602),
(2024, 6133,  10386),
(2024, 6134,  11704),
(2024, 6135,  15921),
(2024, 6136,  4435),
(2024, 6137,  1237),
(2024, 6138,  8139),
(2024, 6139,  6937),
(2024, 6140,  1611),
(2024, 6141,  15311),
(2024, 6142,  3453),
(2024, 6143,  445),
(2024, 6144,  16441),
(2024, 6145,  1083),
(2024, 6146,  2170),
(2024, 6147,  2637),
(2024, 6148,  5806),
(2024, 6149,  15710),
(2024, 6150,  25621),
(2024, 6151,  27472),
(2024, 6152,  1874),
(2024, 6153,  334),
(2024, 6154,  3106),
(2024, 6155,  1141),
(2024, 6156,  2742),
(2024, 6157,  1517),
(2024, 6158,  540),
(2024, 6159,  4307),
(2024, 6160,  1017),
(2024, 6161,  21307),
(2024, 6162,  24050),
(2024, 6163,  2881),
(2024, 6164,  3280),
(2024, 6165,  12165),
(2024, 6166,  27626),
(2024, 6167,  15137),
(2024, 6168,  3229),
(2024, 6169,  8624),
(2024, 6170,  25941),
(2024, 6171,  604),
(2024, 6172,  21782),
(2024, 6173,  12749),
(2024, 6174,  4307),
(2024, 6175,  2887),
(2024, 6176,  276),
(2024, 6177,  4949),
(2024, 6178,  2302),
(2024, 6179,  493),
(2024, 6180,  2760),
(2024, 6181,  26003),
(2024, 6182,  24808),
(2024, 6183,  362),
(2024, 6184,  2526),
(2024, 6185,  19204),
(2024, 6186,  25817),
(2024, 6187,  537),
(2024, 6188,  1026),
(2024, 6189,  13754),
(2024, 6190,  20885),
(2024, 6191,  2595),
(2024, 6192,  17529),
(2024, 6193,  968),
(2024, 6194,  1563),
(2024, 6195,  3120),
(2024, 6196,  1603),
(2024, 6197,  10695),
(2024, 6198,  3029),
(2024, 6199,  8144),
(2024, 6200,  2673),
(2024, 6201,  8139),
(2024, 6202,  974),
(2024, 6203,  8585),
(2024, 6204,  8585),
(2024, 6205,  1255),
(2024, 6206,  5745),
(2024, 6207,  10808),
(2024, 6208,  6380),
(2024, 6209,  2267),
(2024, 6210,  3436),
(2024, 6211,  688),
(2024, 6212,  2971),
(2024, 6213,  21522),
(2024, 6214,  577),
(2024, 6215,  15135),
(2024, 6216,  12541),
(2024, 6217,  1642),
(2024, 6218,  2924),
(2024, 6219,  6937),
(2024, 6220,  21087),
(2024, 6221,  2881),
(2024, 6222,  17808),
(2024, 6223,  4334),
(2024, 6224,  22050),
(2024, 6225,  2516),
(2024, 6226,  16867),
(2024, 6227,  1017),
(2024, 6228,  9931),
(2024, 6229,  5245),
(2024, 6230,  16867),
(2024, 6231,  492),
(2024, 6232,  2971),
(2024, 6233,  280),
(2024, 6234,  1840),
(2024, 6235,  639),
(2024, 6236,  20885),
(2024, 6237,  9423),
(2024, 6238,  22458),
(2024, 6239,  12045),
(2024, 6240,  9282),
(2024, 6241,  2415),
(2024, 6242,  14234),
(2024, 6243,  1964),
(2024, 6244,  1756),
(2024, 6245,  1984),
(2024, 6246,  1439),
(2024, 6247,  3029),
(2024, 6248,  28115),
(2024, 6249,  4684),
(2024, 6250,  8438),
(2024, 6251,  2414),
(2024, 6252,  1037),
(2024, 6253,  18060),
(2024, 6254,  7552),
(2024, 6255,  14234),
(2024, 6256,  26492),
(2024, 6257,  765),
(2024, 6258,  8091),
(2024, 6259,  8624),
(2024, 6260,  4435),
(2024, 6261,  22458),
(2024, 6262,  334),
(2024, 6263,  3436),
(2024, 6264,  2070),
(2024, 6265,  2519),
(2024, 6266,  1874),
(2024, 6267,  14426),
(2024, 6268,  24050),
(2024, 6269,  240),
(2024, 6270,  14581),
(2024, 6271,  21087),
(2024, 6272,  1255),
(2024, 6273,  3104),
(2024, 6274,  6066),
(2024, 6275,  19189),
(2024, 6276,  3112),
(2024, 6277,  10808),
(2024, 6278,  4307),
(2024, 6279,  6381),
(2024, 6280,  55),
(2024, 6281,  300),
(2024, 6282,  484),
(2024, 6283,  280),
(2024, 6284,  22190),
(2024, 6285,  13754),
(2024, 6286,  25200),
(2024, 6287,  12075),
(2024, 6288,  26895),
(2024, 6289,  2285),
(2024, 6290,  3241),
(2024, 6291,  6515),
(2024, 6292,  1840),
(2024, 6293,  28324),
(2024, 6294,  10386),
(2024, 6295,  2353),
(2024, 6296,  6380),
(2024, 6297,  19853),
(2024, 6298,  25770),
(2024, 6299,  778),
(2024, 6300,  2519),
(2024, 6301,  2399),
(2024, 6302,  2755),
(2024, 6303,  7457),
(2024, 6304,  15311),
(2024, 6305,  4536),
(2024, 6306,  988),
(2024, 6307,  3062),
(2024, 6308,  987),
(2024, 6309,  207),
(2024, 6310,  1750),
(2024, 6311,  64),
(2024, 6312,  3436),
(2024, 6313,  300),
(2024, 6314,  19866),
(2024, 6315,  8285),
(2024, 6316,  26492),
(2024, 6317,  28324),
(2024, 6318,  7),
(2024, 6319,  402),
(2024, 6320,  21522),
(2024, 6321,  21225),
(2024, 6322,  25200),
(2024, 6323,  923),
(2024, 6324,  453),
(2024, 6325,  12522),
(2024, 6326,  19839),
(2024, 6327,  627),
(2024, 6328,  1681),
(2024, 6329,  660),
(2024, 6330,  15311),
(2024, 6331,  1455),
(2024, 6332,  2561),
(2024, 6333,  911),
(2024, 6334,  676),
(2024, 6335,  2705),
(2024, 6336,  1709),
(2024, 6337,  2414),
(2024, 6338,  1247),
(2024, 6339,  10808),
(2024, 6340,  784),
(2024, 6341,  55),
(2024, 6342,  246),
(2024, 6343,  2170),
(2024, 6344,  26999),
(2024, 6345,  2136),
(2024, 6346,  3120),
(2024, 6347,  19866),
(2024, 6348,  21205),
(2024, 6349,  26602),
(2024, 6350,  20921),
(2024, 6351,  1605),
(2024, 6352,  12522),
(2024, 6353,  21782),
(2024, 6354,  8090),
(2024, 6355,  1927),
(2024, 6356,  1626),
(2024, 6357,  3062),
(2024, 6358,  5530),
(2024, 6359,  1645),
(2024, 6360,  18047),
(2024, 6361,  23498),
(2024, 6362,  7078),
(2024, 6363,  8535),
(2024, 6364,  562),
(2024, 6365,  27339),
(2024, 6366,  968),
(2024, 6367,  21522),
(2024, 6368,  10122),
(2024, 6369,  27435),
(2024, 6370,  1083),
(2024, 6371,  9931),
(2024, 6372,  442),
(2024, 6373,  18160),
(2024, 6374,  2977),
(2024, 6375,  2260),
(2024, 6376,  1927),
(2024, 6377,  21522),
(2024, 6378,  25906),
(2024, 6379,  1759),
(2024, 6380,  1977),
(2024, 6381,  2353),
(2024, 6382,  1633),
(2024, 6383,  7457),
(2024, 6384,  772),
(2024, 6385,  14516),
(2024, 6386,  1439),
(2024, 6387,  1975),
(2024, 6388,  317),
(2024, 6389,  5705),
(2024, 6390,  18160),
(2024, 6391,  7189),
(2024, 6392,  13294),
(2024, 6393,  1408),
(2024, 6394,  7189),
(2024, 6395,  17636),
(2024, 6396,  1001),
(2024, 6397,  53),
(2024, 6398,  15189),
(2024, 6399,  4536),
(2024, 6400,  25205),
(2024, 6401,  12541),
(2024, 6402,  17962),
(2024, 6403,  1514),
(2024, 6404,  914),
(2024, 6405,  18852),
(2024, 6406,  7835),
(2024, 6407,  16410),
(2024, 6408,  24641),
(2024, 6409,  7552),
(2024, 6410,  17797),
(2024, 6411,  3436),
(2024, 6412,  25081),
(2024, 6413,  19540),
(2024, 6414,  17601),
(2024, 6415,  17039),
(2024, 6416,  124),
(2024, 6417,  19853),
(2024, 6418,  988),
(2024, 6419,  20239),
(2024, 6420,  1720),
(2024, 6421,  556),
(2024, 6422,  8669),
(2024, 6423,  2738),
(2024, 6424,  914),
(2024, 6425,  1975),
(2024, 6426,  3158),
(2024, 6427,  4793),
(2024, 6428,  1603),
(2024, 6429,  22050),
(2024, 6430,  9174),
(2024, 6431,  12237),
(2024, 6432,  1947),
(2024, 6433,  2859),
(2024, 6434,  8285),
(2024, 6435,  11192),
(2024, 6436,  5646),
(2024, 6437,  10695),
(2024, 6438,  4435),
(2024, 6439,  207),
(2024, 6440,  1455),
(2024, 6441,  24808),
(2024, 6442,  8091),
(2024, 6443,  21782),
(2024, 6444,  639),
(2024, 6445,  471),
(2024, 6446,  5745),
(2024, 6447,  11873),
(2024, 6448,  2760),
(2024, 6449,  25081),
(2024, 6450,  6613),
(2024, 6451,  1237),
(2024, 6452,  14173),
(2024, 6453,  19241),
(2024, 6454,  4253),
(2024, 6455,  1928),
(2024, 6456,  2404),
(2024, 6457,  207),
(2024, 6458,  1928),
(2024, 6459,  5245),
(2024, 6460,  2881),
(2024, 6461,  6724),
(2024, 6462,  16931),
(2024, 6463,  833),
(2024, 6464,  1390),
(2024, 6465,  12075),
(2024, 6466,  7436),
(2024, 6467,  2829),
(2024, 6468,  4949),
(2024, 6469,  772),
(2024, 6470,  13664),
(2024, 6471,  317),
(2024, 6472,  471),
(2024, 6473,  3298),
(2024, 6474,  3389),
(2024, 6475,  3120),
(2024, 6476,  2188),
(2024, 6477,  21205),
(2024, 6478,  2382),
(2024, 6479,  584),
(2024, 6480,  2523),
(2024, 6481,  1583),
(2024, 6482,  2463),
(2024, 6483,  3150),
(2024, 6484,  2326),
(2024, 6485,  1751),
(2024, 6486,  2407),
(2024, 6487,  660),
(2024, 6488,  2382),
(2024, 6489,  779),
(2024, 6490,  1141),
(2024, 6491,  696),
(2024, 6492,  24641),
(2024, 6493,  26024),
(2024, 6494,  784),
(2024, 6495,  5272),
(2024, 6496,  8535),
(2024, 6497,  537),
(2024, 6498,  776),
(2024, 6499,  23302),
(2024, 6500,  22328),
(2024, 6501,  1197),
(2024, 6502,  495),
(2024, 6503,  1839),
(2024, 6504,  660),
(2024, 6505,  21225),
(2024, 6506,  395),
(2024, 6507,  13754),
(2024, 6508,  3150),
(2024, 6509,  4307),
(2024, 6510,  4684),
(2024, 6511,  2769),
(2024, 6512,  11873),
(2024, 6513,  471),
(2024, 6514,  6827),
(2024, 6515,  23498),
(2024, 6516,  12075),
(2024, 6517,  1237),
(2024, 6518,  3220),
(2024, 6519,  20537),
(2024, 6520,  194),
(2024, 6521,  15135),
(2024, 6522,  1868),
(2024, 6523,  1326),
(2024, 6524,  553),
(2024, 6525,  18060),
(2024, 6526,  17962),
(2024, 6527,  7),
(2024, 6528,  20602),
(2024, 6529,  3197),
(2024, 6530,  22124),
(2024, 6531,  17086),
(2024, 6532,  2188),
(2024, 6533,  1151),
(2024, 6534,  17129),
(2024, 6535,  17636),
(2024, 6536,  12945),
(2024, 6537,  2463),
(2024, 6538,  5783),
(2024, 6539,  10184),
(2024, 6540,  1255),
(2024, 6541,  2269),
(2024, 6542,  2637),
(2024, 6543,  1026),
(2024, 6544,  18047),
(2024, 6545,  20537),
(2024, 6546,  2980),
(2024, 6547,  17797),
(2024, 6548,  207),
(2024, 6549,  914),
(2024, 6550,  2023),
(2024, 6551,  10695),
(2024, 6552,  1372),
(2024, 6553,  8091),
(2024, 6554,  2633),
(2024, 6555,  3229),
(2024, 6556,  6515),
(2024, 6557,  251),
(2024, 6558,  6264),
(2024, 6559,  1189),
(2024, 6560,  21225),
(2024, 6561,  25081),
(2024, 6562,  16292),
(2024, 6563,  28351),
(2024, 6564,  27898),
(2024, 6565,  688),
(2024, 6566,  2108),
(2024, 6567,  21491),
(2024, 6568,  2061),
(2024, 6569,  3293),
(2024, 6570,  24527),
(2024, 6571,  24109),
(2024, 6572,  25200),
(2024, 6573,  1869),
(2024, 6574,  20537),
(2024, 6575,  26828),
(2024, 6576,  537),
(2024, 6577,  3158),
(2024, 6578,  11192),
(2024, 6579,  1580),
(2024, 6580,  26828),
(2024, 6581,  1350),
(2024, 6582,  4980),
(2024, 6583,  402),
(2024, 6584,  11801),
(2024, 6585,  1703),
(2024, 6586,  3330),
(2024, 6587,  19994),
(2024, 6588,  12541),
(2024, 6589,  987),
(2024, 6590,  906),
(2024, 6591,  2578),
(2024, 6592,  1222),
(2024, 6593,  537),
(2024, 6594,  464),
(2024, 6595,  2281),
(2024, 6596,  20885),
(2024, 6597,  1141),
(2024, 6598,  14090),
(2024, 6599,  3222),
(2024, 6600,  8144),
(2024, 6601,  24527),
(2024, 6602,  27929),
(2024, 6603,  10122),
(2024, 6604,  7472),
(2024, 6605,  15189),
(2024, 6606,  4464),
(2024, 6607,  562),
(2024, 6608,  25200),
(2024, 6609,  2267),
(2024, 6610,  9282),
(2024, 6611,  22396),
(2024, 6612,  1645),
(2024, 6613,  604),
(2024, 6614,  23467),
(2024, 6615,  16867),
(2024, 6616,  368),
(2024, 6617,  2136),
(2024, 6618,  3062),
(2024, 6619,  27929),
(2024, 6620,  3222),
(2024, 6621,  8438),
(2024, 6622,  27898),
(2024, 6623,  1455),
(2024, 6624,  16109),
(2024, 6625,  417),
(2024, 6626,  11192),
(2024, 6627,  22328),
(2024, 6628,  18152),
(2024, 6629,  2382),
(2024, 6630,  55),
(2024, 6631,  21502),
(2024, 6632,  490),
(2024, 6633,  593),
(2024, 6634,  2829),
(2024, 6635,  6333),
(2024, 6636,  82),
(2024, 6637,  12541),
(2024, 6638,  20885),
(2024, 6639,  27435),
(2024, 6640,  27409),
(2024, 6641,  27898),
(2024, 6642,  21205),
(2024, 6643,  11895),
(2024, 6644,  2526),
(2024, 6645,  906),
(2024, 6646,  778),
(2024, 6647,  2971),
(2024, 6648,  16926),
(2024, 6649,  9619),
(2024, 6650,  21099),
(2024, 6651,  10695),
(2024, 6652,  17086),
(2024, 6653,  1977),
(2024, 6654,  1222),
(2024, 6655,  21205),
(2024, 6656,  442),
(2024, 6657,  2363),
(2024, 6658,  51),
(2024, 6659,  18543),
(2024, 6660,  7457),
(2024, 6661,  1229),
(2024, 6662,  2829),
(2024, 6663,  19839),
(2024, 6664,  5209),
(2024, 6665,  696),
(2024, 6666,  911),
(2024, 6667,  15483),
(2024, 6668,  19994),
(2024, 6669,  16410),
(2024, 6670,  4684),
(2024, 6671,  839),
(2024, 6672,  417),
(2024, 6673,  596),
(2024, 6674,  25621),
(2024, 6675,  3158),
(2024, 6676,  10184),
(2024, 6677,  8090),
(2024, 6678,  2260),
(2024, 6679,  2061),
(2024, 6680,  772),
(2024, 6681,  12941),
(2024, 6682,  2404),
(2024, 6683,  3330),
(2024, 6684,  776),
(2024, 6685,  1709),
(2024, 6686,  11801),
(2024, 6687,  2424),
(2024, 6688,  12541),
(2024, 6689,  1645),
(2024, 6690,  16410),
(2024, 6691,  9411),
(2024, 6692,  11305),
(2024, 6693,  5530),
(2024, 6694,  7197),
(2024, 6695,  23896),
(2024, 6696,  2805),
(2024, 6697,  1859),
(2024, 6698,  18852),
(2024, 6699,  1237),
(2024, 6700,  26492),
(2024, 6701,  2971),
(2024, 6702,  26925),
(2024, 6703,  1666),
(2024, 6704,  1869),
(2024, 6705,  22077),
(2024, 6706,  2082),
(2024, 6707,  1751),
(2024, 6708,  2805),
(2024, 6709,  2829),
(2024, 6710,  124),
(2024, 6711,  27061),
(2024, 6712,  24641),
(2024, 6713,  5406),
(2024, 6714,  1719),
(2024, 6715,  3120),
(2024, 6716,  51),
(2024, 6717,  155),
(2024, 6718,  2519),
(2024, 6719,  2281),
(2024, 6720,  3453),
(2024, 6721,  4334),
(2024, 6722,  2382),
(2024, 6723,  15871),
(2024, 6724,  20602),
(2024, 6725,  17123),
(2024, 6726,  20921),
(2024, 6727,  3150),
(2024, 6728,  13664),
(2024, 6729,  1681),
(2024, 6730,  778),
(2024, 6731,  3197),
(2024, 6732,  8144),
(2024, 6733,  18852),
(2024, 6734,  2924),
(2024, 6735,  2900),
(2024, 6736,  2633),
(2024, 6737,  1197),
(2024, 6738,  12045),
(2024, 6739,  2363),
(2024, 6740,  15921),
(2024, 6741,  3062),
(2024, 6742,  27707),
(2024, 6743,  576),
(2024, 6744,  1037),
(2024, 6745,  2900),
(2024, 6746,  21307),
(2024, 6747,  16991),
(2024, 6748,  1767),
(2024, 6749,  379),
(2024, 6750,  6264),
(2024, 6751,  1633),
(2024, 6752,  276),
(2024, 6753,  1017),
(2024, 6754,  11895),
(2024, 6755,  577),
(2024, 6756,  1679),
(2024, 6757,  207),
(2024, 6758,  2671),
(2024, 6759,  335),
(2024, 6760,  1839),
(2024, 6761,  1928),
(2024, 6762,  2767),
(2024, 6763,  1247),
(2024, 6764,  1715),
(2024, 6765,  1975),
(2024, 6766,  4307),
(2024, 6767,  5739),
(2024, 6768,  18452),
(2024, 6769,  2415),
(2024, 6770,  361),
(2024, 6771,  368),
(2024, 6772,  1869),
(2024, 6773,  2061),
(2024, 6774,  28351),
(2024, 6775,  9682),
(2024, 6776,  2414),
(2024, 6777,  4684),
(2024, 6778,  21307),
(2024, 6779,  2755),
(2024, 6780,  2091),
(2024, 6781,  3054),
(2024, 6782,  2881),
(2024, 6783,  3321),
(2024, 6784,  10244),
(2024, 6785,  27409),
(2024, 6786,  2881),
(2024, 6787,  5245),
(2024, 6788,  18013),
(2024, 6789,  22050),
(2024, 6790,  23498),
(2024, 6791,  8543),
(2024, 6792,  21890),
(2024, 6793,  2212),
(2024, 6794,  3986),
(2024, 6795,  155),
(2024, 6796,  2281),
(2024, 6797,  9931),
(2024, 6798,  26024),
(2024, 6799,  11704),
(2024, 6800,  2212),
(2024, 6801,  2924),
(2024, 6802,  27435),
(2024, 6803,  9282),
(2024, 6804,  6724),
(2024, 6805,  9282),
(2024, 6806,  1583),
(2024, 6807,  25621),
(2024, 6808,  6613),
(2024, 6809,  25941),
(2024, 6810,  15299),
(2024, 6811,  21614),
(2024, 6812,  51),
(2024, 6813,  362),
(2024, 6814,  1666),
(2024, 6815,  28115),
(2024, 6816,  987),
(2024, 6817,  25649),
(2024, 6818,  2353),
(2024, 6819,  8716),
(2024, 6820,  453),
(2024, 6821,  7552),
(2024, 6822,  7),
(2024, 6823,  9682),
(2024, 6824,  8535),
(2024, 6825,  2326),
(2024, 6826,  16109),
(2024, 6827,  18543),
(2024, 6828,  27929),
(2024, 6829,  27929),
(2024, 6830,  20602),
(2024, 6831,  22836),
(2024, 6832,  10923),
(2024, 6833,  19866),
(2024, 6834,  346),
(2024, 6835,  639),
(2024, 6836,  1372),
(2024, 6837,  16900),
(2024, 6838,  7552),
(2024, 6839,  24050),
(2024, 6840,  2980),
(2024, 6841,  26602),
(2024, 6842,  51),
(2024, 6843,  1756),
(2024, 6844,  2326),
(2024, 6845,  21614),
(2024, 6846,  1751),
(2024, 6847,  3516),
(2024, 6848,  18852),
(2024, 6849,  17962),
(2024, 6850,  28324),
(2024, 6851,  194),
(2024, 6852,  23467),
(2024, 6853,  553),
(2024, 6854,  3191),
(2024, 6855,  14516),
(2024, 6856,  1730),
(2024, 6857,  3261),
(2024, 6858,  13664),
(2024, 6859,  18452),
(2024, 6860,  7835),
(2024, 6861,  9805),
(2024, 6862,  2742),
(2024, 6863,  3229),
(2024, 6864,  21782),
(2024, 6865,  6613),
(2024, 6866,  3280),
(2024, 6867,  4793),
(2024, 6868,  51),
(2024, 6869,  784),
(2024, 6870,  12075),
(2024, 6871,  8285),
(2024, 6872,  15311),
(2024, 6873,  64),
(2024, 6874,  556),
(2024, 6875,  464),
(2024, 6876,  395),
(2024, 6877,  2267),
(2024, 6878,  27472),
(2024, 6879,  6066),
(2024, 6880,  6381),
(2024, 6881,  8535),
(2024, 6882,  7),
(2024, 6883,  7472),
(2024, 6884,  8669),
(2024, 6885,  362),
(2024, 6886,  25806),
(2024, 6887,  21170),
(2024, 6888,  1237),
(2024, 6889,  8091),
(2024, 6890,  3321),
(2024, 6891,  3120),
(2024, 6892,  25762),
(2024, 6893,  1017),
(2024, 6894,  2829),
(2024, 6895,  2671),
(2024, 6896,  779),
(2024, 6897,  1390),
(2024, 6898,  19189),
(2024, 6899,  27339),
(2024, 6900,  1377),
(2024, 6901,  1537),
(2024, 6902,  2363),
(2024, 6903,  5209),
(2024, 6904,  3321),
(2024, 6905,  25762),
(2024, 6906,  21890),
(2024, 6907,  2516),
(2024, 6908,  17962),
(2024, 6909,  1984),
(2024, 6910,  15311),
(2024, 6911,  25142),
(2024, 6912,  2977),
(2024, 6913,  7189),
(2024, 6914,  3261),
(2024, 6915,  2382),
(2024, 6916,  362),
(2024, 6917,  2575),
(2024, 6918,  2705),
(2024, 6919,  688),
(2024, 6920,  10695),
(2024, 6921,  4435),
(2024, 6922,  2760),
(2024, 6923,  1605),
(2024, 6924,  2586),
(2024, 6925,  2463),
(2024, 6926,  1715),
(2024, 6927,  1833),
(2024, 6928,  3986),
(2024, 6929,  27430),
(2024, 6930,  368),
(2024, 6931,  3453),
(2024, 6932,  23302),
(2024, 6933,  1517),
(2024, 6934,  21307),
(2024, 6935,  21890),
(2024, 6936,  6381),
(2024, 6937,  1642),
(2024, 6938,  12541),
(2024, 6939,  300),
(2024, 6940,  1674),
(2024, 6941,  2767),
(2024, 6942,  17636),
(2024, 6943,  20239),
(2024, 6944,  2170),
(2024, 6945,  15166),
(2024, 6946,  2980),
(2024, 6947,  27430),
(2024, 6948,  2353),
(2024, 6949,  10422),
(2024, 6950,  1679),
(2024, 6951,  1759),
(2024, 6952,  2977),
(2024, 6953,  197),
(2024, 6954,  1390),
(2024, 6955,  25649),
(2024, 6956,  5783),
(2024, 6957,  19001),
(2024, 6958,  27673),
(2024, 6959,  1603),
(2024, 6960,  15710),
(2024, 6961,  2827),
(2024, 6962,  1320),
(2024, 6963,  13125),
(2024, 6964,  15921),
(2024, 6965,  1633),
(2024, 6966,  3326),
(2024, 6967,  28115),
(2024, 6968,  4464),
(2024, 6969,  14563),
(2024, 6970,  297),
(2024, 6971,  2705),
(2024, 6972,  1247),
(2024, 6973,  3554),
(2024, 6974,  11873),
(2024, 6975,  26812),
(2024, 6976,  395),
(2024, 6977,  1869),
(2024, 6978,  14426),
(2024, 6979,  2575),
(2024, 6980,  16410),
(2024, 6981,  1266),
(2024, 6982,  3220),
(2024, 6983,  332),
(2024, 6984,  577),
(2024, 6985,  16931),
(2024, 6986,  604),
(2024, 6987,  16096),
(2024, 6988,  19656),
(2024, 6989,  27117),
(2024, 6990,  1859),
(2024, 6991,  20885),
(2024, 6992,  13125),
(2024, 6993,  10244),
(2024, 6994,  2827),
(2024, 6995,  2977),
(2024, 6996,  334),
(2024, 6997,  417),
(2024, 6998,  19994),
(2024, 6999,  13856),
(2024, 7000,  2267),
(2024, 7001,  27894),
(2024, 7002,  1439),
(2024, 7003,  1925),
(2024, 7004,  8144),
(2024, 7005,  3002),
(2024, 7006,  2887),
(2024, 7007,  360),
(2024, 7008,  1017),
(2024, 7009,  8781),
(2024, 7010,  21225),
(2024, 7011,  3226),
(2024, 7012,  3220),
(2024, 7013,  2519),
(2024, 7014,  25205),
(2024, 7015,  26925),
(2024, 7016,  5745),
(2024, 7017,  17039),
(2024, 7018,  1320),
(2024, 7019,  6066),
(2024, 7020,  1457),
(2024, 7021,  14836),
(2024, 7022,  688),
(2024, 7023,  13856),
(2024, 7024,  1751),
(2024, 7025,  1197),
(2024, 7026,  2742),
(2024, 7027,  280),
(2024, 7028,  19943),
(2024, 7029,  2076),
(2024, 7030,  3986),
(2024, 7031,  2302),
(2024, 7032,  194),
(2024, 7033,  26812),
(2024, 7034,  23395),
(2024, 7035,  853),
(2024, 7036,  10808),
(2024, 7037,  24808),
(2024, 7038,  12088),
(2024, 7039,  12165),
(2024, 7040,  1605),
(2024, 7041,  1537),
(2024, 7042,  27892),
(2024, 7043,  19781),
(2024, 7044,  2188),
(2024, 7045,  9931),
(2024, 7046,  15135),
(2024, 7047,  17529),
(2024, 7048,  18060),
(2024, 7049,  2314),
(2024, 7050,  2671),
(2024, 7051,  1869),
(2024, 7052,  28324),
(2024, 7053,  7436),
(2024, 7054,  2363),
(2024, 7055,  6381),
(2024, 7056,  12941),
(2024, 7057,  15189),
(2024, 7058,  1439),
(2024, 7059,  19241),
(2024, 7060,  2463),
(2024, 7061,  20416),
(2024, 7062,  2523),
(2024, 7063,  923),
(2024, 7064,  14090),
(2024, 7065,  14234),
(2024, 7066,  6515),
(2024, 7067,  1756),
(2024, 7068,  17477),
(2024, 7069,  2971),
(2024, 7070,  16756),
(2024, 7071,  2980),
(2024, 7072,  25301),
(2024, 7073,  2136),
(2024, 7074,  3222),
(2024, 7075,  21502),
(2024, 7076,  368),
(2024, 7077,  1151),
(2024, 7078,  14581),
(2024, 7079,  22396),
(2024, 7080,  1408),
(2024, 7081,  2829),
(2024, 7082,  17517),
(2024, 7083,  1869),
(2024, 7084,  2705),
(2024, 7085,  15137),
(2024, 7086,  14563),
(2024, 7087,  639),
(2024, 7088,  2924),
(2024, 7089,  2320),
(2024, 7090,  1859),
(2024, 7091,  484),
(2024, 7092,  8535),
(2024, 7093,  1722),
(2024, 7094,  1439),
(2024, 7095,  6613),
(2024, 7096,  6827),
(2024, 7097,  2968),
(2024, 7098,  2900),
(2024, 7099,  22966),
(2024, 7100,  22124),
(2024, 7101,  2021),
(2024, 7102,  18452),
(2024, 7103,  3344),
(2024, 7104,  12045),
(2024, 7105,  26602),
(2024, 7106,  16292),
(2024, 7107,  12922),
(2024, 7108,  24527),
(2024, 7109,  361),
(2024, 7110,  12088),
(2024, 7111,  8669),
(2024, 7112,  21614),
(2024, 7113,  1390),
(2024, 7114,  3029),
(2024, 7115,  9682),
(2024, 7116,  3436),
(2024, 7117,  8285),
(2024, 7118,  80),
(2024, 7119,  2382),
(2024, 7120,  7779),
(2024, 7121,  26530),
(2024, 7122,  417),
(2024, 7123,  25081),
(2024, 7124,  2029),
(2024, 7125,  484),
(2024, 7126,  1001),
(2024, 7127,  16900),
(2024, 7128,  670),
(2024, 7129,  9186),
(2024, 7130,  7078),
(2024, 7131,  1439),
(2024, 7132,  453),
(2024, 7133,  24902),
(2024, 7134,  5245),
(2024, 7135,  22836),
(2024, 7136,  17962),
(2024, 7137,  8091),
(2024, 7138,  14173),
(2024, 7139,  6380),
(2024, 7140,  21087),
(2024, 7141,  1767),
(2024, 7142,  2900),
(2024, 7143,  3002),
(2024, 7144,  2269),
(2024, 7145,  362),
(2024, 7146,  678),
(2024, 7147,  10122),
(2024, 7148,  3222),
(2024, 7149,  1977),
(2024, 7150,  3062),
(2024, 7151,  6724),
(2024, 7152,  4464),
(2024, 7153,  23498),
(2024, 7154,  24109),
(2024, 7155,  1255),
(2024, 7156,  593),
(2024, 7157,  1390),
(2024, 7158,  53),
(2024, 7159,  362),
(2024, 7160,  368),
(2024, 7161,  853),
(2024, 7162,  27673),
(2024, 7163,  8139),
(2024, 7164,  8543),
(2024, 7165,  2029),
(2024, 7166,  1859),
(2024, 7167,  2463),
